SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	people_count	animal_count	shared1000	interaction_type
1	21	9	31	48147	1726	150.61535564938094	0	1.0	1360.7434019213542	0.0			0	1.0	1	0	1.0	0	1	0	False	
1	21	9	58	48147	1726	150.61674437008332	1	1.0	626.2817709939553	0.0	26.0		1	1.0	0	1	2.0	0	1	0	False	
1	22	1	15	48147	1726	154.68543978175148	1	1.0	1045.1321060099872	0.0	206.0	233.0	0	0.0	0	1	2.0	0	1	0	False	
1	21	9	33	20000	3054	150.61549453332555	0	1.0	903.358869953081	0.0			0	1.0	1	0	1.0	0	0	0	False	
1	22	1	8	20000	3054	154.68506953562607	1	0.0	1105.1040470047155	0.0	224.0		0	1.0	1	0	1.0	0	0	0	False	
1	22	3	57	20000	3054	154.69655471341684	1	1.0	1410.879132003174	1.0	173.0	398.0	1	1.0	1	1	2.0	0	0	0	False	
1	21	9	35	24448	3165	150.61558701482136	0	1.0	1206.2191480072215	0.0			0	1.0	1	0	1.0	0	13	0	False	
1	25	1	53	24448	3165	168.69505596079395	1	1.0	2350.8467890005704	1.0	2517.0		0	0.0	1	1	2.0	0	13	0	False	
1	26	8	10	24448	3165	189.7565799873555	1	1.0	1252.2793259995524	0.0	1144.0	3662.0	0	0.0	0	1	2.0	0	13	0	False	
1	21	9	40	31504	5543	150.6158184985397	0	1.0	1680.7741820812223	0.0			0	1.0	1	0	1.0	0	2	0	False	
1	21	10	52	31504	5543	150.621103732381	1	1.0	852.5854940526187	0.0	74.0		1	1.0	0	1	2.0	0	2	0	False	
1	33	5	19	31504	5543	231.7383172533009	1	1.0	2092.346297009499	0.0	8653.0	8728.0	0	0.0	0	1	2.0	0	2	0	False	
1	21	9	43	12317	9259	150.61595736874733	0	0.0	3005.1371729932725	1.0			0	0.0	1	1	2.0	0	4	0	False	
1	23	3	37	12317	9259	157.56204462517053	1	0.0	1722.3030349996407	0.0	1118.0		0	1.0	1	0	1.0	0	4	0	False	
1	23	4	10	12317	9259	157.56523263826966	1	1.0	702.2338969982229	0.0	35.0	1154.0	1	1.0	0	1	2.0	0	4	0	False	
1	21	9	46	31561	4284	150.616142544779	0	1.0	1057.9713450279087	0.0			0	1.0	1	0	1.0	0	4	0	False	
